REGION,DISTRICT,WARD,SCHOOL NAME,SCHOOL REG. NUMBER,NECTA EXAM CENTRE NO.,SCHOOL OWNERSHIP,Form 1-Boys,Form 1-Girls,Form 2-Boys,Form 2-Girls,Form 3-Boys,Form 3-Girls,Form 4-Boys,Form 4-Girls,Form 5-Boys,Form 5-Girls,Form 6-Boys,Form 6-Girls,Total Boys,Total Girls,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Pass Rate (2016),AVERAGE GPA 2016,BAND OF SCHOOL 2016,BAND OF SCHOOL 2015,RANK OF SCHOOL 2016,RANK OF SCHOOL 2015,Candidates
MTWARA,NEWALA TC,MAHUMBIKA,MAKOTE,S.3070,S4155,GOVERNMENT,42,48,40,40,24,29,20,18,,,,,126,135,11,3,11,3,18.6,18.6,62,4.4321,8,7,2605,1480,MORE THAN 40
MTWARA,NEWALA TC,MCHOLI II,KUSINI,S.3071,S3570,GOVERNMENT,41,34,28,48,21,13,23,5,,,,,113,100,11,4,10,4,14.2,15.2,43,4.5708,9,7,3060,399,MORE THAN 40
MTWARA,NEWALA,MDIMBA MPELEPELE,MPELEPELE,S.3072,S4102,GOVERNMENT,25,41,16,25,12,17,8,11,,,,,61,94,12,2,12,2,11.1,11.1,71,4.3638,8,8,1064,789,LESS THAN 40
MTWARA,NEWALA TC,NAMIYONGA,GEORGE MKUCHIKA,S.3073,S4268,GOVERNMENT,32,43,35,43,13,13,13,23,,,,,93,122,12,2,12,2,15.4,15.4,68,4.2898,7,7,965,515,LESS THAN 40
MTWARA,NEWALA TC,JULIA,DR.ALEX MTAVALA,S.3074,S4220,GOVERNMENT,60,79,62,81,35,49,23,27,,,,,180,236,13,9,13,9,18.9,18.9,55,4.4809,8,9,2794,3350,MORE THAN 40
MTWARA,NEWALA,MAPUTI,MAPUTI,S.3075,S1654,GOVERNMENT,30,29,27,44,20,26,11,10,,,,,88,109,6,3,6,3,21.9,21.9,55,4.46,8,7,2720,713,MORE THAN 40
MOROGORO,MOROGORO MC,MBUYUNI,SUA,S.3076,S2858,GOVERNMENT,85,100,82,100,72,80,73,69,,,,,312,349,22,29,21,29,13.0,13.2,52,4.4306,8,9,2592,2955,MORE THAN 40
MOROGORO,MOROGORO MC,MAFIGA,MAFIGA,S.3077,S2859,GOVERNMENT,121,135,103,137,86,87,68,91,12,7,,,390,457,23,40,22,38,13.4,14.1,36,4.5625,9,9,3036,2943,MORE THAN 40
MOROGORO,MOROGORO MC,MJI MPYA,MJI MPYA,S.3078,S2860,GOVERNMENT,102,126,97,106,102,117,81,87,,,,,382,436,27,35,27,34,13.2,13.4,58,4.231,7,7,1771,1751,MORE THAN 40
MOROGORO,MOROGORO MC,KAUZENI,KAUZENI,S.3079,S2861,GOVERNMENT,35,32,27,22,15,18,17,11,,,,,94,83,20,14,20,13,5.2,5.4,63,4.2062,7,6,1663,227,MORE THAN 40
KILIMANJARO,ROMBO,MENGENI,MRIKE,S.308,S0504,NON-GOVERNMENT,12,24,41,31,38,48,51,49,,,,,142,152,12,5,12,5,17.3,17.3,99,3.2347,5,6,324,454,MORE THAN 40
MOROGORO,MOROGORO MC,MJI MKUU,NANENANE,S.3080,S2862,GOVERNMENT,79,71,42,56,62,82,48,35,,,,,231,244,19,38,19,35,8.3,8.8,56,4.4358,8,9,2619,3183,MORE THAN 40
MOROGORO,MOROGORO MC,BOMA,TUBUYU,S.3081,S2863,GOVERNMENT,70,58,57,70,41,54,28,28,,,,,196,210,20,25,16,17,9.0,12.3,41,4.4881,8,9,2819,3058,MORE THAN 40
KILIMANJARO,MOSHI,KIBOSHO MAGHARIBI,MANUSHI DAY,S.3082,S3562,GOVERNMENT,78,70,49,55,31,58,34,38,,,,,192,221,8,7,8,7,27.5,27.5,57,4.3306,8,9,2185,3141,MORE THAN 40
KILIMANJARO,ROMBO,SHIMBI,MLAMBAI,S.3083,S2836,GOVERNMENT,42,40,33,41,18,30,23,32,,,,,116,143,14,5,14,5,13.6,13.6,79,3.9484,6,7,920,951,MORE THAN 40
KILIMANJARO,ROMBO,ALENI,ALENI,S.3084,S2837,GOVERNMENT,36,36,33,39,31,22,25,38,,,,,125,135,11,8,11,8,13.7,13.7,67,4.341,8,7,2226,1847,MORE THAN 40
KILIMANJARO,ROMBO,SHIMBI,KWAIKURU,S.3085,S2838,GOVERNMENT,39,52,40,40,42,45,33,39,,,,,154,176,19,9,19,9,11.8,11.8,82,3.9927,6,7,1019,1585,MORE THAN 40
KILIMANJARO,ROMBO,KIRWA KENI,KILAMACHO,S.3086,S2839,GOVERNMENT,36,38,34,39,31,32,17,26,,,,,118,135,12,8,12,8,12.7,12.7,67,4.1731,7,7,1544,1842,MORE THAN 40
KILIMANJARO,ROMBO,MENGENI,MENGENI,S.3087,S2840,GOVERNMENT,23,38,34,26,24,23,22,25,,,,,103,112,11,5,11,3,13.4,15.4,65,4.3424,8,8,2231,2490,MORE THAN 40
KILIMANJARO,ROMBO,NANJARA,NANJARA,S.3088,S2841,GOVERNMENT,51,99,47,66,25,48,18,39,,,,,141,252,10,15,10,15,15.7,15.7,53,4.5084,9,8,2893,2444,MORE THAN 40
KILIMANJARO,ROMBO,REHA,URAURI,S.3089,S2842,GOVERNMENT,43,78,44,81,35,48,23,48,,,,,145,255,17,12,14,12,13.8,15.4,66,4.2854,7,8,1988,2676,MORE THAN 40
IRINGA,MUFINDI,MALANGALI,ITENGULE,S.309,S0507,GOVERNMENT,71,69,42,49,24,43,29,38,,,,,166,199,11,7,11,7,20.3,20.3,97,3.8082,6,7,714,936,MORE THAN 40
KILIMANJARO,ROMBO,KELAMFUA/MOKALA,KELAMFUA,S.3090,S2843,GOVERNMENT,43,49,38,39,23,47,38,18,,,,,142,153,8,18,4,13,11.3,17.4,67,4.29,7,7,2016,1840,MORE THAN 40
KILIMANJARO,ROMBO,USHIRI/IKUINI,UBAA,S.3091,S2844,GOVERNMENT,39,62,45,64,34,50,34,47,,,,,152,223,12,18,11,18,12.5,12.9,79,4.119,7,8,1368,2558,MORE THAN 40
KILIMANJARO,ROMBO,ALENI,BOONI,S.3092,S2845,GOVERNMENT,40,38,33,37,28,30,29,34,,,,,130,139,13,6,13,6,14.2,14.2,71,4.2176,7,9,1720,2920,MORE THAN 40
KILIMANJARO,ROMBO,MRAO KERYO,MRAOKERYO,S.3093,S4312,GOVERNMENT,21,30,22,27,24,31,22,34,,,,,89,122,13,6,12,6,11.1,11.7,59,4.3847,8,8,2393,2814,MORE THAN 40
KILIMANJARO,ROMBO,TARAKEA MOTAMBURU,NDUWENI,S.3094,S2847,GOVERNMENT,53,79,55,65,30,42,25,47,,,,,163,233,7,12,7,12,20.8,20.8,69,4.1844,7,7,1589,1194,MORE THAN 40
KILIMANJARO,ROMBO,KITIRIMA,KWALAKAMU,S.3095,S2848,GOVERNMENT,65,94,40,81,34,75,28,40,,,,,167,290,11,12,11,12,19.9,19.9,63,4.0713,7,7,1225,1376,MORE THAN 40
KILIMANJARO,ROMBO,KATANGARA/MRERE,MASHATI,S.3096,S2849,GOVERNMENT,96,97,54,81,44,70,48,57,,,,,242,305,18,16,17,16,16.1,16.6,85,3.8731,6,7,789,1499,MORE THAN 40
KILIMANJARO,ROMBO,CHALA,MAMSERA,S.3097,S2850,GOVERNMENT,22,31,28,26,17,23,7,16,,,,,74,96,8,9,7,6,10.0,13.1,65,4.4172,8,7,2539,1743,MORE THAN 40
KILIMANJARO,ROMBO,MANDA,MEMA,S.3098,S2851,GOVERNMENT,31,30,24,57,17,29,20,34,,,,,92,150,12,8,8,4,12.1,20.2,70,4.147,7,8,1459,2103,MORE THAN 40
KILIMANJARO,ROMBO,KIRONGO SAMANGA,UMARINI,S.3099,S2852,GOVERNMENT,29,44,11,42,11,39,14,26,,,,,65,151,11,7,11,7,12.0,12.0,91,3.7503,6,7,647,674,MORE THAN 40
TABORA,TABORA MC,CHEYO,KAZIMA,S.31,S0314,GOVERNMENT,0,66,0,66,0,54,0,49,217,171,132,144,349,550,42,18,42,18,15.0,15.0,78,3.6914,6,6,586,730,MORE THAN 40
ARUSHA,ARUSHA,OLTUROTO,EKENYWA,S.310,S0505,NON-GOVERNMENT,10,12,14,18,17,23,48,44,,,,,89,97,12,4,8,2,11.6,18.6,81,4.0372,7,6,1142,850,MORE THAN 40
KILIMANJARO,ROMBO,UBETU/KAHE,KAHE USSERI,S.3100,S2853,GOVERNMENT,40,77,47,85,24,58,37,50,,,,,148,270,19,6,19,6,16.7,16.7,64,4.2451,7,8,1837,1912,MORE THAN 40
KILIMANJARO,ROMBO,TARAKEA MOTAMBURU,MBOMAI,S.3101,S2854,GOVERNMENT,69,67,63,84,41,55,52,38,,,,,225,244,15,10,15,10,18.8,18.8,71,4.2152,7,8,1712,2481,MORE THAN 40
KILIMANJARO,ROMBO,KISALE MSARANGA,KIRACHI,S.3102,S2855,GOVERNMENT,36,57,37,38,29,31,14,45,,,,,116,171,10,6,10,6,17.9,17.9,65,4.241,7,8,1824,1957,MORE THAN 40
KILIMANJARO,ROMBO,MAKIIDI,MAKIIDI,S.3103,S2856,GOVERNMENT,56,64,54,68,48,62,35,52,,,,,193,246,12,18,11,18,14.6,15.1,66,4.3487,8,7,2250,1604,MORE THAN 40
KILIMANJARO,ROMBO,MARANGU KITOWO,MAKI,S.3104,S2857,GOVERNMENT,70,80,76,81,36,81,38,59,,,,,220,301,16,7,16,7,22.7,22.7,53,4.2745,7,8,1950,2595,MORE THAN 40
NJOMBE,NJOMBE TC,NJOMBE MJINI,JOSEPH MBEYELA,S.3105,S3467,GOVERNMENT,61,70,68,73,49,51,53,54,,,,,231,248,35,32,35,32,7.1,7.1,80,4.1027,7,7,1314,1448,MORE THAN 40
KILIMANJARO,SAME,GAVAO - SAWENI,SAWENI,S.3106,S3249,GOVERNMENT,28,23,39,31,21,20,32,20,,,,,120,94,16,10,16,9,8.2,8.6,61,4.2736,7,8,1947,2072,MORE THAN 40
KILIMANJARO,SAME,MWEMBE,KASEMPOMBE,S.3107,S3250,GOVERNMENT,39,40,45,67,20,29,31,49,,,,,135,185,10,12,10,12,14.5,14.5,50,4.3445,8,10,2242,3420,MORE THAN 40
KILIMANJARO,SAME,SAME,KWAKOKO,S.3108,S3251,GOVERNMENT,73,66,68,71,38,48,47,24,,,,,226,209,11,19,11,19,14.5,14.5,54,4.4876,8,9,2815,3107,MORE THAN 40
KILIMANJARO,SAME,KIHURIO,MVUREKONGEI,S.3109,S3252,GOVERNMENT,65,76,28,49,18,20,15,16,,,,,126,161,10,9,10,9,15.1,15.1,58,4.4833,8,9,1217,2999,LESS THAN 40
KILIMANJARO,MOSHI,KIRUA VUNJO KUSINI,UCHIRA,S.311,S0509,NON-GOVERNMENT,12,8,24,27,36,27,36,55,,,,,108,117,9,2,5,2,20.5,32.1,87,3.9855,6,7,1001,1086,MORE THAN 40
KILIMANJARO,SAME,KIHURIO,KIHURIO,S.3110,S3253,GOVERNMENT,51,64,58,95,49,78,47,60,,,,,205,297,16,10,16,10,19.3,19.3,69,4.2771,7,9,1959,3064,MORE THAN 40
KILIMANJARO,SAME,MHEZI,KAZITA,S.3111,S3254,GOVERNMENT,24,46,24,46,4,28,10,18,,,,,62,138,10,6,10,6,12.5,12.5,29,4.7174,10,9,3248,3148,MORE THAN 40
KILIMANJARO,SAME,TAE,TAE,S.3112,S3255,GOVERNMENT,44,36,37,47,18,35,14,24,,,,,113,142,11,8,11,7,13.4,14.2,71,3.7866,6,6,688,848,MORE THAN 40
TABORA,TABORA MC,KITETE,KARIAKOO,S.3113,S3530,GOVERNMENT,93,101,69,66,45,42,40,34,,,,,247,243,17,16,17,16,14.8,14.8,57,4.431,8,8,2595,2618,MORE THAN 40
TABORA,TABORA MC,GONGONI,LWANZALI,S.3114,S3572,GOVERNMENT,59,51,56,56,33,25,42,25,,,,,190,157,15,11,15,11,13.3,13.3,30,4.7035,10,9,3244,3105,MORE THAN 40
TABORA,TABORA MC,MALOLO,KANYENYE,S.3115,S4118,GOVERNMENT,145,145,97,87,54,65,48,48,,,,,344,345,18,12,18,12,23.0,23.0,52,4.4205,8,7,2556,1657,MORE THAN 40
TABORA,TABORA MC,MTENEDENI,BOMBAMZINGA,S.3116,S4043,GOVERNMENT,85,77,73,39,54,55,32,28,,,,,244,199,23,16,17,16,11.4,13.4,63,4.2144,7,8,1709,2410,MORE THAN 40
TABORA,TABORA/UYUI,MAGIRI,IMALAMPAKA,S.3117,S3441,GOVERNMENT,56,60,37,55,31,23,15,15,,,,,139,153,13,1,13,1,20.9,20.9,46,4.5074,9,9,1239,3288,LESS THAN 40
TABORA,TABORA/UYUI,TURA,TURA,S.3118,S3442,GOVERNMENT,64,59,39,37,40,28,13,12,,,,,156,136,17,2,12,1,15.4,22.5,69,4.2407,7,8,885,772,LESS THAN 40
TANGA,TANGA CC,DUGA,HORTEN,S.3119,S3423,GOVERNMENT,129,123,137,183,92,87,77,98,,,,,435,491,23,10,23,10,28.1,28.1,51,4.5229,9,9,2938,3214,MORE THAN 40
KILIMANJARO,ROMBO,KELAMFUA/MOKALA,HOROMBO,S.312,S0510,GOVERNMENT,32,114,49,128,31,96,32,63,,,,,144,401,24,15,24,15,14.0,14.0,75,4.1315,7,8,1410,2212,MORE THAN 40
TANGA,TANGA CC,CHONGOLEANI,CHONGOLEANI,S.3120,S3424,GOVERNMENT,8,10,6,8,7,5,3,4,,,,,24,27,13,2,13,2,3.4,3.4,50,4.6192,9,8,1359,875,LESS THAN 40
TANGA,TANGA CC,MABOKWENI,MABOKWENI,S.3121,S3425,GOVERNMENT,45,29,34,30,16,18,15,15,,,,,110,92,14,9,14,9,8.8,8.8,49,4.5517,9,10,3008,3417,MORE THAN 40
TANGA,TANGA CC,MARUNGU,MARUNGU,S.3122,S3426,GOVERNMENT,34,20,36,20,19,11,11,12,,,,,100,63,17,3,17,3,8.2,8.2,44,4.5227,9,8,2937,951,MORE THAN 40
TANGA,TANGA CC,MASIWANI,MWAPACHU,S.3123,S3427,GOVERNMENT,118,119,90,100,68,90,43,68,,,,,319,377,20,27,19,27,14.8,15.1,52,4.5607,9,9,3030,3363,MORE THAN 40
MBEYA,KYELA,TALATALA,IKAMA,S.3124,S3167,GOVERNMENT,83,61,62,43,64,32,24,26,,,,,233,162,16,14,16,14,13.2,13.2,37,4.6475,9,9,3189,3300,MORE THAN 40
MBEYA,KYELA,LUSUNGO,LUSUNGO,S.3125,S3168,GOVERNMENT,72,65,37,58,24,11,24,10,,,,,157,144,38,10,37,10,6.3,6.4,48,4.4717,8,9,2762,2910,MORE THAN 40
MBEYA,KYELA,KATUMBASONGWE,KATUMBASONGWE,S.3126,S3169,GOVERNMENT,95,112,85,61,57,37,20,18,,,,,257,228,24,6,24,6,16.2,16.2,82,3.9693,6,8,967,2710,MORE THAN 40
MBEYA,KYELA,BUJONDE,BUJONDE,S.3127,S3170,GOVERNMENT,69,55,52,28,37,20,45,18,,,,,203,121,24,8,23,8,10.1,10.5,47,4.3857,8,8,2400,2632,MORE THAN 40
MBEYA,KYELA,MAKWALE,MAKWALE,S.3128,S3171,GOVERNMENT,124,101,109,108,72,68,70,37,,,,,375,314,30,8,26,8,18.1,20.3,45,4.5047,9,8,2883,2139,MORE THAN 40
MBEYA,KYELA,NGONGA,NGONGA,S.3129,S3172,GOVERNMENT,73,55,80,56,68,39,42,23,,,,,263,173,25,4,25,4,15.0,15.0,48,4.4118,8,9,2515,3360,MORE THAN 40
MBEYA,KYELA,ITUNGE,ITUNGE,S.3130,S3173,GOVERNMENT,108,107,109,109,82,74,74,71,,,,,373,361,27,24,20,23,14.4,17.1,61,4.3345,8,9,2203,3268,MORE THAN 40
MBEYA,KYELA,IKIMBA,IKIMBA,S.3131,S3174,GOVERNMENT,82,56,53,68,47,36,44,22,,,,,226,182,16,17,15,17,12.4,12.8,53,4.286,7,8,1991,1941,MORE THAN 40
SIMIYU,MASWA,MWAMASHIMBA,BUCHAMBI,S.3132,S3468,GOVERNMENT,68,79,47,27,22,19,21,19,,,,,158,144,11,4,11,4,20.1,20.1,73,4.1281,7,9,1397,3133,MORE THAN 40
PWANI,BAGAMOYO,KIROMO,KIROMO,S.3133,S3175,GOVERNMENT,63,115,63,132,53,91,27,47,,,,,206,385,20,41,20,41,9.7,9.7,60,4.2374,7,7,1802,1311,MORE THAN 40
PWANI,BAGAMOYO,ZINGA,ZINGA,S.3134,S3176,GOVERNMENT,100,82,94,89,45,46,35,66,,,,,274,283,15,48,15,48,8.8,8.8,51,4.4918,8,9,2834,3259,MORE THAN 40
PWANI,CHALINZE,KIBINDU,KIBINDU,S.3135,S3177,GOVERNMENT,44,59,33,71,17,27,19,12,,,,,113,169,14,6,14,6,14.1,14.1,65,4.1213,7,7,679,513,LESS THAN 40
PWANI,CHALINZE,MKANGE,MATIPWILI,S.3136,S3178,GOVERNMENT,59,46,27,42,23,29,13,17,,,,,122,134,22,5,22,5,9.5,9.5,47,4.5726,9,9,3064,3192,MORE THAN 40
PWANI,BAGAMOYO,MAGOMENI,KINGANI,S.3137,S3179,GOVERNMENT,105,96,64,106,53,92,31,85,,,,,253,379,23,38,23,38,10.4,10.4,47,4.4532,8,8,2688,2604,MORE THAN 40
PWANI,CHALINZE,VIGWAZA,VIGWAZA,S.3138,S3180,GOVERNMENT,66,79,83,100,46,66,32,43,,,,,227,288,17,35,17,35,9.9,9.9,42,4.5755,9,7,3076,1441,MORE THAN 40
PWANI,CHALINZE,TALAWANDA,TALAWANDA,S.3139,S3181,GOVERNMENT,57,64,35,76,15,26,21,19,,,,,128,185,22,10,22,10,9.8,9.8,43,4.4666,8,8,2742,2428,MORE THAN 40
TABORA,TABORA MC,KANYENYE,MIHAYO,S.314,S0513,NON-GOVERNMENT,60,120,95,113,121,123,65,64,,,,,341,420,21,10,13,7,24.5,38.1,100,2.8962,4,4,202,181,MORE THAN 40
PWANI,CHALINZE,UBENAZOMOZI,UBENA,S.3140,S3182,GOVERNMENT,98,119,70,97,28,35,19,25,,,,,215,276,19,22,19,22,12.0,12.0,46,4.4895,8,8,2823,2827,MORE THAN 40
KAGERA,NGARA,KANAZI,KANAZI,S.3141,S3158,GOVERNMENT,68,79,59,63,37,48,37,40,,,,,201,230,8,15,8,15,18.7,18.7,78,4.0029,7,8,1048,2283,MORE THAN 40
KAGERA,NGARA,MBUBA,NDOMBA,S.3142,S3159,GOVERNMENT,68,91,57,56,28,28,24,16,,,,,177,191,15,7,15,7,16.7,16.7,92,3.9911,6,7,479,1724,LESS THAN 40
KAGERA,NGARA,MABAWE,MABAWE,S.3143,S3160,GOVERNMENT,73,93,44,64,35,49,35,42,,,,,187,248,17,6,16,6,18.9,19.8,64,4.329,8,9,2176,3150,MORE THAN 40
KAGERA,NGARA,NTOBEYE,NTOBEYE,S.3144,S3161,GOVERNMENT,63,69,47,35,30,22,29,21,,,,,169,147,15,3,15,3,17.6,17.6,97,4.0163,7,8,509,2774,LESS THAN 40
KAGERA,NGARA,KIBIMBA,KIBIMBA,S.3145,S3162,GOVERNMENT,51,63,42,55,35,38,22,35,,,,,150,191,16,5,16,5,16.2,16.2,86,4.2725,7,7,1943,1611,MORE THAN 40
KAGERA,NGARA,KEZA,KEZA,S.3146,S3163,GOVERNMENT,25,34,22,24,12,8,15,12,,,,,74,78,9,4,9,3,11.7,12.7,90,4.1322,7,7,703,699,LESS THAN 40
KAGERA,NGARA,BUKIRIRO,BUKIRIRO,S.3147,S3164,GOVERNMENT,43,60,40,40,25,21,25,17,,,,,133,138,10,3,10,3,20.8,20.8,47,4.5549,9,9,1307,3252,LESS THAN 40
KAGERA,NGARA,MUGANZA,MUGANZA,S.3148,S3165,GOVERNMENT,50,45,39,29,22,19,17,9,,,,,128,102,13,1,13,1,16.4,16.4,50,4.4232,8,7,1148,1486,LESS THAN 40
KAGERA,NGARA,NYAKISASA,NYAKISASA,S.3149,S3166,GOVERNMENT,80,57,39,54,23,17,19,17,,,,,161,145,13,3,13,3,19.1,19.1,93,3.9549,6,8,429,854,LESS THAN 40
KILIMANJARO,HAI,MACHAME UROKI,UROKI,S.315,S0514,NON-GOVERNMENT,23,23,28,33,43,45,32,58,9,2,3,5,138,166,14,2,11,2,19.0,23.4,100,3.5898,6,6,505,474,MORE THAN 40
MBEYA,MBEYA CC,IGANJO,HAYOMBO,S.3150,S3132,GOVERNMENT,45,57,42,27,20,46,25,30,,,,,132,160,14,16,14,16,9.7,9.7,50,4.4619,8,8,2727,2370,MORE THAN 40
MBEYA,MBEYA CC,ISANGA,WIGAMBA,S.3151,S3133,GOVERNMENT,72,85,92,109,57,66,42,57,,,,,263,317,13,24,13,24,15.7,15.7,53,4.3558,8,8,2281,1994,MORE THAN 40
MBEYA,MBEYA CC,MAJENGO,LEGICO,S.3152,S3134,GOVERNMENT,66,93,49,61,25,33,33,29,,,,,173,216,13,21,13,21,11.4,11.4,31,4.6777,9,8,3218,2639,MORE THAN 40
MBEYA,MBEYA CC,ITEZI,ITEZI,S.3153,S3102,GOVERNMENT,126,140,60,103,68,69,67,70,,,,,321,382,16,19,14,19,20.1,21.3,47,4.5049,9,8,2885,2792,MORE THAN 40
MBEYA,MBEYA CC,SINDE,SINDE,S.3154,S3136,GOVERNMENT,157,196,143,197,109,127,97,115,,,,,506,635,19,36,19,33,20.7,21.9,72,4.1289,7,7,1401,1419,MORE THAN 40
MBEYA,MBEYA CC,IYUNGA,LUPETA,S.3155,S3137,GOVERNMENT,137,105,63,62,76,78,59,59,,,,,335,304,17,21,13,11,16.8,26.6,53,4.417,8,7,2538,1012,MORE THAN 40
MBEYA,MBEYA CC,MWAKIBETE,MWAKIBETE,S.3156,S3138,GOVERNMENT,165,208,119,144,115,124,136,124,,,,,535,600,18,36,18,36,21.0,21.0,75,3.9903,6,7,1013,1368,MORE THAN 40
MBEYA,MBEYA CC,IYELA,IYELA,S.3157,S3139,GOVERNMENT,173,186,215,147,152,146,136,109,,,,,676,588,16,26,14,24,30.1,33.3,76,4.1415,7,7,1440,1220,MORE THAN 40
MBEYA,MBEYA CC,NZOVWE,NZONDAHAKI,S.3158,S3140,GOVERNMENT,124,159,128,135,135,101,126,141,,,,,513,536,21,15,17,15,29.1,32.8,68,4.1025,7,7,1312,1051,MORE THAN 40
MBEYA,MBEYA CC,IGAWILO,MPONJA,S.3159,S3141,GOVERNMENT,122,130,144,171,87,111,80,78,,,,,433,490,22,21,20,20,21.5,23.1,48,4.4317,8,9,2601,2886,MORE THAN 40
TABORA,NZEGA,UDUKA,KILI,S.316,S0517,GOVERNMENT,36,36,39,39,37,23,30,20,0,79,0,55,142,252,10,5,10,5,26.3,26.3,67,4.29,7,7,2017,1279,MORE THAN 40
PWANI,MKURANGA,MWARUSEMBE,MWARUSEMBE,S.3160,S3443,GOVERNMENT,96,104,68,58,24,45,25,33,,,,,213,240,16,15,16,15,14.6,14.6,67,4.2124,7,7,1698,945,MORE THAN 40
RUKWA,SUMBAWANGA MC,SENGA,MBIZI,S.3161,S2675,GOVERNMENT,25,29,31,20,19,14,16,11,,,,,91,74,19,4,12,2,7.2,11.8,68,4.138,7,7,711,1436,LESS THAN 40
RUKWA,SUMBAWANGA MC,MOLLO,IPEPA,S.3162,S2676,GOVERNMENT,71,94,57,78,32,46,22,25,,,,,182,243,23,1,15,1,17.7,26.6,81,4.1742,7,7,1547,1251,MORE THAN 40
RUKWA,SUMBAWANGA MC,NTENDO,LUKANGAO,S.3163,S2674,GOVERNMENT,56,59,58,39,29,34,23,13,,,,,166,145,21,4,21,4,12.4,12.4,66,4.298,7,7,976,1645,LESS THAN 40
RUKWA,SUMBAWANGA MC,MAZWI,KANDA,S.3164,S3690,GOVERNMENT,132,122,108,105,61,62,64,65,,,,,365,354,25,20,24,20,16.0,16.3,62,4.1618,7,7,1507,1763,MORE THAN 40
RUKWA,SUMBAWANGA MC,MAJENGO,KILIMANI MAWENI,S.3165,S4181,GOVERNMENT,144,150,146,150,110,123,95,111,,,,,495,534,27,16,27,16,23.9,23.9,86,3.6378,6,6,550,749,MORE THAN 40
RUKWA,KALAMBO,KATAZI,KATAZI,S.3166,S4001,GOVERNMENT,64,39,54,40,35,8,20,10,,,,,173,97,14,2,12,2,16.9,19.3,45,4.5825,9,9,3088,3162,MORE THAN 40
RUKWA,KALAMBO,MWIMBI,MWIMBI,S.3167,S3805,GOVERNMENT,55,40,38,31,19,12,14,6,,,,,126,89,16,2,16,2,11.9,11.9,68,4.1881,7,6,804,221,LESS THAN 40
RUKWA,KALAMBO,SOPA,KANYELE,S.3168,S3707,GOVERNMENT,62,58,33,19,10,12,11,12,,,,,116,101,14,2,14,2,13.6,13.6,83,3.8267,6,7,733,1137,MORE THAN 40
RUKWA,SUMBAWANGA,LUSAKA,LUSAKA,S.3169,S3211,GOVERNMENT,72,56,48,45,30,9,15,8,,,,,165,118,12,4,12,4,17.7,17.7,44,4.5545,9,8,3020,738,MORE THAN 40
TANGA,KOROGWE,MOMBO,MOMBO,S.317,S0516,NON-GOVERNMENT,12,4,10,17,10,7,5,21,85,26,21,4,143,79,7,4,7,2,20.2,24.7,92,3.5477,6,6,172,699,LESS THAN 40
RUKWA,SUMBAWANGA,KALAMBANZITE,KWELA,S.3170,S3611,GOVERNMENT,83,86,75,26,19,28,17,14,,,,,194,154,15,3,15,3,19.3,19.3,77,4.1606,7,7,744,686,LESS THAN 40
RUKWA,SUMBAWANGA,MSANDA MUUNGANO,UNYIHA,S.3171,S3820,GOVERNMENT,35,27,38,16,15,6,5,7,,,,,93,56,18,3,18,3,7.1,7.1,80,4.1423,7,7,717,472,LESS THAN 40
RUKWA,SUMBAWANGA,LAELA,UCHILE,S.3172,S3560,GOVERNMENT,77,80,90,90,56,58,33,42,0,58,0,39,256,367,14,7,14,7,29.7,29.7,78,4.2678,7,7,1923,1361,MORE THAN 40
RUKWA,KALAMBO,LEGEZA MWENDO,ZENGWA,S.3173,S3739,GOVERNMENT,41,17,32,45,13,0,9,1,,,,,95,63,12,0,12,0,13.2,13.2,74,4.4292,8,6,1155,305,LESS THAN 40
RUKWA,SUMBAWANGA,KAOZE,KAOZE,S.3174,S4377,GOVERNMENT,65,43,48,31,32,14,12,2,,,,,157,90,14,1,14,1,16.5,16.5,71,4.2813,7,0,944,0,LESS THAN 40
DAR ES SALAAM,TEMEKE MC,MIBURANI,WAILESI,S.3175,S3466,GOVERNMENT,173,215,207,293,154,158,137,161,,,,,671,827,9,35,9,35,34.0,34.0,43,4.5316,9,8,2958,2293,MORE THAN 40
DAR ES SALAAM,KINONDONI MC,MAKUMBUSHO,MAKUMBUSHO,S.3176,S3622,GOVERNMENT,243,245,169,175,152,154,137,157,,,,,701,731,18,27,17,27,31.8,32.5,45,4.5049,9,8,2884,2691,MORE THAN 40
DAR ES SALAAM,KINONDONI MC,KIJITONYAMA,SALMA KIKWETE,S.3177,S3561,GOVERNMENT,216,213,158,159,125,155,110,128,,,,,609,655,9,33,9,32,30.1,30.8,78,4.0865,7,7,1267,1210,MORE THAN 40
ARUSHA,MERU,NKOARISAMBU,NDOOMBO,S.3178,S2654,NON-GOVERNMENT,32,54,1,6,,,,,,,,,33,60,5,1,3,1,15.5,23.3,38,4.7264,10,7,1404,390,LESS THAN 40
NJOMBE,NJOMBE,MTWANGO,SOVI,S.3179,S2653,GOVERNMENT,78,91,65,78,62,84,55,61,,,,,260,314,38,22,38,22,9.6,9.6,87,3.8889,6,8,814,2347,MORE THAN 40
SHINYANGA,KISHAPU,UKENYENGE,KANAWA,S.318,S0518,NON-GOVERNMENT,9,6,33,27,27,14,19,21,,,,,88,68,8,1,8,1,17.3,17.3,100,3.5035,6,6,458,556,MORE THAN 40
